Data,Valor,Identificador,Descrição,Categoria
19/09/2024,-38.74,e3a2b23d-f7ac-4e4c-b627-8b50403088c4,Compra no débito via NuPay - Uber,Transporte
03/12/2024,-93.67,3d95365d-1fa2-4ad0-a1e6-fdc99d2bf885,Conta de Telefone,Telefone
12/01/2024,1175.33,8f1a2b67-d685-4876-90dd-5888dca213a0,PIX Recebido - Restituição IR,Restituição IR
29/09/2024,-166.09,aad3d52d-48ad-4507-9793-ca8eef55e13a,Transferência enviada pelo Pix - Combustível,Combustível
04/04/2024,-74.42,ceceaccc-f646-417a-bf66-258fbef0fde3,Compra no débito - Seguros,Seguros
20/06/2024,-137.65,4a3b7629-6445-4cae-a691-0a6fd7ff47a2,Transferência enviada pelo Pix - Doações,Doações
19/07/2024,-1984.13,00bee872-013b-4ac5-9655-14edc7d93684,Transferência enviada pelo Pix - Poupança,Poupança
17/07/2024,1509.4,45d371f1-517f-4f24-b168-b066b4d69677,TED Recebida - Bonificação,Bonificação
02/09/2024,-71.83,4bbacb18-162d-487d-bfe8-68f2fa8913bc,Compra no débito - Gás,Gás
03/10/2024,-130.31,1834cfb3-3051-489b-b020-088621e5b075,Compra no débito - RIACHUELO-FILIAL.108,Roupas
04/10/2024,-280.14,d384c586-73d9-4f2e-bc0a-b6bb029114c7,Compra no débito - Seguros,Seguros
08/08/2024,-16.28,f5a8a54c-0991-4b11-a3a0-a2819f41a130,Compra no débito - Posto Elo Centro,Transporte
31/03/2024,-422.55,8d9a243f-eff6-4033-8a22-67ac0f9202a3,IPTU - Pagamento,IPTU
24/02/2024,5074.52,1e60eb19-96db-44e7-9569-8100ea503991,Depósito - Salário,Salário
02/10/2024,-71.67,63d0dd30-ede7-49a4-a8cb-00691e1094cc,Compra no débito - Drogasil,Medicamentos
26/12/2024,-617.71,2d1c30bd-2259-486e-85c4-8c5819b8c6f9,Compra no débito - Impostos,Impostos
05/03/2024,-762.51,7bba0e6f-55b6-4daf-af2f-d901d745fda3,Transferência enviada pelo Pix - Empréstimos,Empréstimos
03/06/2024,-154.03,e5e0b94b-30e1-4018-b5c5-ef18e5a6cb46,Transferência enviada pelo Pix - Copel,Energia Elétrica
02/08/2024,-464.57,120fb87a-f8df-42c8-add5-566587986314,Compra no débito - Empréstimos,Empréstimos
08/07/2024,-698.92,8ed6663d-60ea-4ddc-99ba-86b263c902ea,Impostos - Pagamento,Impostos
27/11/2024,421.34,03de778f-3760-471e-acce-ddea47c81a47,TED Recebida - Restituição IR,Restituição IR
20/02/2024,-838.65,31db4c47-2173-48b8-9a3e-5e71eed108f5,Transferência enviada pelo Pix - Cartão de Crédito,Cartão de Crédito
06/08/2024,-3508.43,cf5e2304-bdd6-4bb8-8c6e-57a9f1ad2900,Aluguel - Pagamento,Aluguel
28/01/2024,-694.84,f851ced4-70c6-4136-8696-ba2c12730095,Compra no débito - Crianças,Crianças
30/05/2024,2365.89,d0dd22ed-51f6-45b7-b12c-0ad8842cf09d,TED Recebida - Bonificação,Bonificação
06/11/2024,-693.52,8095f0e5-46e8-47d0-8fa2-e4f653140bb3,Educação - Pagamento,Educação
22/12/2024,1824.3,295ab74d-0734-4b3f-85f8-fb79130550cf,Transferência recebida pelo Pix - JOAO V O TEIXEIRA CORREIA - •••.593.083-•• - BCO DO BRASIL S.A. (0001) Agência: 374 Conta: 71394-5,Freelance
24/09/2024,-185.03,e27722a6-ff00-43ae-bd5b-9350fa23a031,Conta de Presentes,Presentes
25/04/2024,-1061.7,6a610e12-322b-4d9b-9d09-c5765d478e2b,IPVA - Pagamento,IPVA
14/09/2024,-15.19,35d85900-bdf3-4249-aac7-497b672f4381,Conta de Assinaturas,Assinaturas
30/11/2024,-253.89,eebeaf24-628f-43f6-bce6-9558eda5039d,Previdência - Pagamento,Previdência
19/09/2024,-968.97,56c3516f-7ebd-4d9c-b6d2-e9756317e94e,Empréstimos - Pagamento,Empréstimos
27/07/2024,-568.33,f5f1fd59-e1f3-4bdf-b4ff-785df47dfc36,Compra no débito - IPTU,IPTU
19/10/2024,-27.39,5906227d-ffe2-4631-881a-cf73ab427635,Conta de Água,Água
25/10/2024,-67.03,99c3dd30-77c8-43fc-a693-d7fc920ec82f,Transferência enviada pelo Pix - Telefone,Telefone
23/10/2024,-280.62,d123048a-e793-494f-821e-08c73991b3dd,Compra no débito - Saúde,Saúde
05/05/2024,-115.97,557c0f64-9ba3-4e68-8e2f-a5e715aac77d,Combustível - Pagamento,Combustível
16/05/2024,-96.97,ea13891a-d741-4d9b-916e-b9aa5201718c,Compra no débito - Jogos,Jogos
28/10/2024,-27.89,6d8859be-a51a-4667-9194-f080dbd6f1f7,Conta de Assinaturas,Assinaturas
29/01/2024,-74.19,f9768559-aa9c-4ef0-8407-37f45bda9176,Assinaturas - Pagamento,Assinaturas
26/09/2024,-42.85,096fbc38-60e8-46fd-a898-380bce34b421,Conta de Doações,Doações
03/08/2024,1523.05,a0a3406d-254d-4bbb-b359-c0d0ddf0e6c8,Depósito - 13º Salário,13º Salário
23/09/2024,-32.35,056b34e1-3b4d-47f1-abb6-c87900dbb177,Conta de Livros,Livros
23/08/2024,-867.53,5ccdaa75-9c63-4576-a812-342617c32647,IPVA - Pagamento,IPVA
26/01/2024,656.49,f58afdb8-ff94-441b-aabb-8115869f23ed,PIX Recebido - Renda Extra,Renda Extra
25/12/2024,-84.14,1a613fcb-aa80-4b60-9646-8b0a94ca4b50,Compra no débito - Renner,Roupas
08/03/2024,790.42,b5338a57-2d45-4c48-a409-074ace1e2237,TED Recebida - Vendas,Vendas
01/08/2024,1136.37,aac4210f-8fdf-4adb-a51c-d7e9818b8dfe,Transferência recebida pelo Pix - DIGITAL COLLEGE FORTALEZA LTDA - 43.082.596/0003-90 - ITAÚ UNIBANCO S.A. (0341) Agência: 8142 Conta: 98166-4,Freelance
28/08/2024,-57.35,395197f9-6366-4b47-b51a-7564e8494ad1,Conta de Telefone,Telefone
19/08/2024,-18.28,8e446aed-5a72-4178-85aa-d8a54fef3d62,Cinema - Pagamento,Cinema
05/11/2024,-217.2,579cec6c-2072-4940-a961-00103f802497,Conta de Multas,Multas
04/07/2024,369.05,e1e12e59-8234-4886-9b00-7edb6feb7644,PIX Recebido - Vendas,Vendas
10/10/2024,-813.76,d40d4f98-145e-464b-a5d3-46d550c60d5c,Financiamentos - Pagamento,Financiamentos
13/01/2024,-42.74,74d9c31c-e9af-442d-b6bb-343c8c5202dd,Compra no débito via NuPay - iFood,Alimentação
01/09/2024,-758.27,853fdf3d-af2e-4e20-bd92-9405f2fb5d52,Compra no débito - Impostos,Impostos
27/07/2024,-97.6,71bae0ac-a6e2-4c7a-abed-17bee97875b0,Telefone - Pagamento,Telefone
30/04/2024,-1082.17,f823c1a6-5279-4e36-87bc-fbc7813177a7,Compra no débito - Viagens,Viagens
16/01/2024,-265.1,e821b739-6243-4e98-aa6d-9b800f493aa4,Transferência enviada pelo Pix - C&A,Roupas
18/10/2024,-159.87,15a3b55b-f30c-4c0d-bdfb-ccca6298b2b3,Compra no débito - Combustível,Combustível
09/11/2024,970.99,b25e637c-1011-4f05-a846-eb9d5a599e96,Depósito - Pensão Recebida,Pensão Recebida
26/07/2024,-44.1,aa9eff13-6208-4baf-91cd-bdd852d360a0,Compra no débito via NuPay - Uber,Transporte
03/06/2024,-90.81,12aae523-bcc9-4788-a55b-2cab55339237,Conta de Livros,Livros
05/05/2024,-785.59,76531a5d-6020-4d5e-8b12-69fc4c898072,Compra no débito - Previdência,Previdência
05/02/2024,-61.26,2d259e3b-8524-4d2e-904d-fe5660ab60cb,Transferência enviada pelo Pix - Livros,Livros
05/07/2024,-181.15,f3fd3ef5-7f20-44b9-a081-27778f578d3a,Transferência enviada pelo Pix - SUPERMERCADO PAULO BEL,Supermercado
25/07/2024,-462.44,48179175-ed7f-42e0-806e-4df2d09cb4fb,Conta de Previdência,Previdência
19/12/2024,1856.42,b8b03c9f-8845-4c65-8c2d-cea49d3ba808,TED Recebida - Bonificação,Bonificação
08/11/2024,-211.07,e6f26c30-8494-4375-a5b9-8b1ad276ade3,Conta de Sapatos,Sapatos
21/03/2024,-103.35,bc0437bf-02ac-4af0-9ada-474449e19aca,Transferência enviada pelo Pix - Pets,Pets
26/06/2024,-133.04,da40b58d-42d6-42a5-89c9-db28499265f3,C&A - Vestuário,Roupas
02/11/2024,-44.52,493b09ad-3999-4793-99aa-8f4ac7d889da,Conta de Telefone,Telefone
13/03/2024,-256.7,e42d4719-4ae3-4468-b432-096704b8b949,Compra no débito - Presentes,Presentes
06/11/2024,-1090.99,ffa997aa-a357-49b4-8656-8d38c0cf1559,Conta de Financiamentos,Financiamentos
04/11/2024,523.01,97ec7440-70e0-4071-9dc4-0937d3ac2d81,TED Recebida - Renda Extra,Renda Extra
01/01/2024,-39.44,57b049be-f5e0-4b19-840a-98212f71465e,Transferência enviada pelo Pix - Combustível,Combustível
26/01/2024,-65.66,41dceeca-ec7e-4bd4-8c43-08b9efd9e166,Compra no débito - Gás,Gás
02/03/2024,-257.86,5ba467b3-019f-43da-85b4-5ccf40068c1b,Saúde - Pagamento,Saúde
04/01/2024,444.16,f37ea580-8537-4c97-abdf-3e5a2c116ee6,TED Recebida - Vendas,Vendas
29/04/2024,-156.48,7de1f431-725e-4091-8ce0-a654713d3c74,Conta de Presentes,Presentes
13/06/2024,-29.17,70c82050-08c7-495a-b9b2-617e51e17583,Conta de Cosméticos,Cosméticos
24/09/2024,-278.68,7ee886ba-0254-4be6-a3d5-b09be3d04dc1,Transferência enviada pelo Pix - Outros,Outros
29/12/2024,-38.5,d76d4a5c-4d5a-4daf-81a3-5e4925f1254d,Compra no débito - Supermercado,Supermercado
07/12/2024,-41.57,0eea012d-63c8-4a52-bb72-5b8ccbe17c62,Compra no débito - Bares,Bares
24/08/2024,-501.02,539fd227-d23c-423d-9589-6b94a756fb60,Conta de Empréstimos,Empréstimos
01/04/2024,1349.57,5b42562b-c0df-4ef0-bcff-3a541f8e2301,Transferência Recebida - Aluguel Recebido,Aluguel Recebido
20/09/2024,-445.01,d949faca-d840-4d45-b7bc-ba078222e11e,Transferência enviada pelo Pix - Crianças,Crianças
12/09/2024,-1252.39,bee06956-6963-40ca-9c0b-f0aad1ea5529,Compra no débito - Viagens,Viagens
23/09/2024,-32.45,df026806-4023-4297-8346-4fab04f5552d,Transferência enviada pelo Pix - Cinema,Cinema
03/08/2024,-80.1,87442b43-c052-409a-a917-9856fb07505e,Compra no débito - Terapia,Terapia
29/06/2024,-49.43,d2ec145f-bd36-4fe4-9709-220123c9bb1f,Conta de Assinaturas,Assinaturas
17/05/2024,-58.67,a0536b70-d1e3-4870-af54-6cff9b98da4e,Gás - Pagamento,Gás
03/03/2024,-57.73,7d972456-83b0-425f-95cd-5c4d4d8df4c8,Transferência enviada pelo Pix - Internet,Internet
03/12/2024,-35.52,137863fd-69bd-4cfd-bc3d-cd26f0595822,GOGIPSY - Assinatura,Streaming
13/04/2024,-223.92,4461c66d-dfe6-421d-84fe-ca63b1e6e6f8,Compra no débito - Saúde,Saúde
25/09/2024,-74.2,6a97d15d-4045-4d65-a910-6602be745ab8,Conta de Bares,Bares
03/05/2024,-101.15,bfadd621-e2dc-4f53-9e24-482ebfd21846,Restaurantes - Pagamento,Restaurantes
17/12/2024,-104.83,8989603d-4889-41b2-b849-6212cd58a8a5,Transferência enviada pelo Pix - Material Escolar,Material Escolar
06/07/2024,-585.89,1f406f74-6cbd-473b-be93-3ea5f08d6ed2,Conta de IPVA,IPVA
27/12/2024,-155.63,b885a157-dc5c-478e-9069-a635d7b66e26,Compra no débito - Saúde,Saúde
04/11/2024,2239.16,fa2f766e-8ccd-4f49-9128-b0487bd021e2,TED Recebida - Bonificação,Bonificação
10/06/2024,-17.14,725c436f-a367-49ce-9a14-3d1f7c82bdd0,Drogasil - Medicamentos,Medicamentos
24/04/2024,-287.7,8a88c216-c4a0-4ef0-bfad-cf7042d7efe3,Transferência enviada pelo Pix - Seguros,Seguros
20/01/2024,-142.07,9e49de95-9000-4021-ba01-0909630ec85a,Transferência enviada pelo Pix - Terapia,Terapia
23/04/2024,-553.87,d42c0694-8367-4e4c-b14a-9be8e59c951d,Conta de IPTU,IPTU
17/03/2024,-25.31,70ca2682-4a6d-48c6-9ef3-444a080caf63,Transferência enviada pelo Pix - Streaming,Streaming
27/11/2024,-67.68,03e90fb1-2c96-47b3-966a-e9211091605c,Compra no débito - Gás,Gás
20/03/2024,-1057.01,b085f6f2-1151-4678-b5ce-88d275c9d7fb,Compra no débito - Viagens,Viagens
11/04/2024,309.66,75d1bb65-8150-4f61-a9f5-ed3149d5792f,TED Recebida - Restituição IR,Restituição IR
11/10/2024,-133.3,7a738e77-b9e0-4cef-ba0b-04587a2c64c0,Conta de Academia,Academia
28/04/2024,-560.87,72326a3e-fa91-416a-b01a-d893e4019912,Compra no débito - Plano de Saúde,Plano de Saúde
19/08/2024,-72.09,fe6b764e-7f94-481b-a787-ae576c2ebddf,Transferência enviada pelo Pix - Doações,Doações
05/06/2024,-148.92,88d0f2db-15eb-4273-9ecc-8cbe57299f76,Lazer - Pagamento,Lazer
06/01/2024,-43.63,0475aa11-bc03-46e5-8f31-3e965c17d08d,Transferência enviada pelo Pix - Cosméticos,Cosméticos
04/03/2024,-686.69,9c1d4da4-2a7a-4a92-82b5-36ec3f34c6e5,Transferência enviada pelo Pix - Impostos,Impostos
15/09/2024,-72.26,3aa4b0b7-1db2-4234-8e64-754b0b1d7472,Conta de Água,Água
17/02/2024,-26.64,48197e88-f694-400f-a894-1a764670b72d,Compra no débito via NuPay - Uber,Transporte
10/06/2024,-30.28,5322948d-fc87-4511-8e0e-8422e59e2f1c,Presentes - Pagamento,Presentes
21/02/2024,-1056.48,fa6ee1fb-dbe4-4282-b140-28291b4e9970,Conta de Educação,Educação
20/09/2024,-504.49,9565e028-453a-4f34-8c46-d088845be943,Conta de IPVA,IPVA
22/05/2024,-126.12,2e7666fd-0ba2-41b2-97c1-03fe849cb937,Cursos - Pagamento,Cursos
15/08/2024,-330.9,ab20e44b-bedb-4564-9b07-a24435b03669,Conta de Impostos,Impostos
07/01/2024,-21.11,9051cf38-cc8d-4779-83bf-2b2ed1d90efe,Compra no débito - Cinema,Cinema
01/05/2024,-181.22,862e7194-711e-4a81-89c8-bbedf53566a3,Terapia - Pagamento,Terapia
22/03/2024,-87.05,257ecc4e-a865-46b4-8923-e6e214981778,Compra no débito - Academia,Academia
05/11/2024,-58.94,68ec5159-0a4f-4c09-bc2c-f5b511cf44b3,Livros - Pagamento,Livros
02/05/2024,-129.83,3e67133d-3dd6-4633-8e37-98d4af4ccba9,Combustível - Pagamento,Combustível
06/03/2024,-727.91,7cc47eb0-0bdc-4821-97ca-e44e1bfb23a2,Conta de Impostos,Impostos
10/02/2024,-28.15,4f595c21-fec4-4640-946f-6c1b8d615892,Transferência enviada pelo Pix - Bares,Bares
24/07/2024,-191.55,4714998d-8a6a-480c-9558-c22f0b96b9b6,Compra no débito - Seguros,Seguros
12/05/2024,-87.18,090c40b6-9fbf-4abb-8ff1-50115c015667,Transferência enviada pelo Pix - Lazer,Lazer
30/08/2024,-76.91,82957d29-6e70-4d1b-b71b-f70fefb84ca3,Compra no débito - Saúde,Saúde
19/03/2024,-85.7,058bf570-111a-433a-9aa3-dd7e839ab3a6,Transferência enviada pelo Pix - Água,Água
22/03/2024,-520.97,da875ce3-2fb2-4e2a-96e3-d67aa4400e3e,Compra no débito - Educação,Educação
06/05/2024,-86.73,f1bafe21-9c71-46aa-a299-9e0da6a8b284,Transferência enviada pelo Pix - Telefone,Telefone
26/03/2024,-696.48,79e9f17b-1f9a-45e9-8b2e-7d3101554006,Compra no débito - Educação,Educação
16/04/2024,-26.87,7cbe2a8f-b1f5-4fcb-9cc5-0f3eb85be1fb,Conta de Bares,Bares
24/09/2024,-18.59,193d23e0-c94c-4a42-9e10-887f632e89c3,Transferência enviada pelo Pix - Uber - 17.895.646/0001-87 - EBANX IP LTDA. (0383) Agência: 1 Conta: 1000752180-1,Transporte
22/05/2024,-164.3,72f8a589-b800-4dd1-9e45-f756775e7108,Pets - Pagamento,Pets
22/11/2024,-1431.82,fffce417-ea38-4e61-ab30-185a15aeeebb,Educação - Pagamento,Educação
27/06/2024,2762.11,8e420ac6-d09d-4e16-8aa0-0c521b93bcec,Depósito - 13º Salário,13º Salário
23/06/2024,398.93,8d390997-d1b9-4b85-9db0-233e4ae57cce,Depósito - Pensão Recebida,Pensão Recebida
21/11/2024,-156.26,54e71bd1-5869-4891-bc35-32ef64762468,Conta de Cosméticos,Cosméticos
23/03/2024,-253.69,4f902da2-f484-4ad5-82d8-7266a245cf39,Transferência enviada pelo Pix - Crianças,Crianças
02/01/2024,-1073.94,e63b3802-daf8-4a00-991e-c719500ed549,Aluguel - Pagamento,Aluguel
02/07/2024,6799.37,14088517-a1e0-4093-9380-260b004c39bb,Transferência Recebida - 13º Salário,13º Salário
02/02/2024,979.25,1303bac2-8042-4334-8430-514afec6d642,Transferência Recebida - Pensão Recebida,Pensão Recebida
25/09/2024,-1242.04,a7cd9483-1b8f-41c2-b96d-dfe1cf7dc1d9,Conta de Impostos,Impostos
20/02/2024,-223.41,8f0767f7-4902-4ad9-99ea-cee12700ce8f,Compra no débito - Terapia,Terapia
13/07/2024,-133.18,a8737bea-2bd2-4edc-bc7f-851e3647f980,Conta de Restaurantes,Restaurantes
23/08/2024,-150.88,c57a422d-6270-4b6a-8622-d4425b15c537,Multas - Pagamento,Multas
13/07/2024,548.44,deba9456-4c51-4d0a-a563-e4bac87d2c98,PIX Recebido - Pensão Recebida,Pensão Recebida
18/08/2024,-969.64,b09afaa2-9238-4b6f-9dc2-b7103b1b3162,Conta de Impostos,Impostos
12/02/2024,-29.1,a0ebf4a8-9f87-42f3-a9ab-6f1edc3767a3,Compra no débito - Drogasil,Medicamentos
29/06/2024,-239.92,529e1182-118a-4936-a10b-e2b0069e0958,Compra no débito - Sapatos,Sapatos
10/06/2024,-29.47,c7330a6a-b14b-4563-86c2-aeeb3b62c381,Compra no débito - GOGIPSY,Streaming
11/03/2024,-36.69,04b8d9dc-5c23-4112-8acd-9bae9cc3d787,Conta de Doações,Doações
24/01/2024,-288.54,e12dbed8-0ca1-409c-9d41-4429657f73d2,Cursos - Pagamento,Cursos
17/12/2024,-34.01,7bb1fefd-6880-4890-aafd-a498e7d5f18a,Transferência enviada pelo Pix - Cosméticos,Cosméticos
12/11/2024,528.24,3e52047a-32af-43a9-bba3-531e0e4f8b34,Depósito - Bonificação,Bonificação
27/10/2024,-214.85,89ac109d-ddd6-4a8a-8cbf-d8cc71e90750,Cursos - Pagamento,Cursos
29/06/2024,-44.73,14e3ca1d-738d-4f84-8be3-7a52e6ce4e67,Compra no débito - Outros,Outros
20/11/2024,-122.05,c5d10add-17cf-44a4-bcdc-f03b48da6bef,Transferência enviada pelo Pix - Academia,Academia
19/03/2024,-51.21,4053ba6d-20cc-4b62-ba94-433831d14e46,Transferência enviada pelo Pix - FORTALEZA IGUATEMI,Roupas
22/10/2024,-244.62,65e506ec-06ed-4579-9d24-e8018e9bba2a,Empréstimos - Pagamento,Empréstimos
20/10/2024,-178.3,6649b9d1-3bf4-4510-94cb-1f83a08dd027,Compra no débito - SUPERMERCADO PAULO BEL,Supermercado
25/02/2024,930.15,6a8ef389-e72a-4c0d-910a-5d9628eef1af,TED Recebida - Comissões,Comissões
11/01/2024,-37.6,8a0716c2-7374-40f5-92a8-26bc68b11426,Compra no débito - Cinema,Cinema
30/11/2024,-208.6,37c36bb5-e02e-401b-9841-764458c98645,Sapatos - Pagamento,Sapatos
23/02/2024,-97.01,e337ced4-4162-4ea8-8474-480ed89314c5,Compra no débito - Pets,Pets
26/05/2024,-92.61,fabae3b1-9663-4083-972c-fc82b4addf10,Conta de Academia,Academia
17/12/2024,-600.7,e594543c-afef-476c-8470-8db75326c346,Transferência enviada pelo Pix - Impostos,Impostos
12/06/2024,-77.31,5c68f4ad-ca59-436c-8297-7d974fdea136,Transferência enviada pelo Pix - Internet,Internet
04/01/2024,523.29,0f280fe7-9e6a-408d-8f01-2094571ad031,TED Recebida - Vendas,Vendas
26/10/2024,-1660.67,b204727b-dcae-499d-a524-f7c414273652,Financiamentos - Pagamento,Financiamentos
27/01/2024,-80.36,0b486efb-b246-4f0a-81f2-c029d0a8c521,Cabeleireiro - Pagamento,Cabeleireiro
05/12/2024,-90.05,891c6a22-db24-4547-9abc-b594b4e25c8c,Conta de Internet,Internet
07/12/2024,-136.45,d263a3b7-534b-4447-b604-519600e7a486,Transferência enviada pelo Pix - Cabeleireiro,Cabeleireiro
02/12/2024,-1674.19,47332e00-168c-479e-9b0e-c9a9b94ef71f,Compra no débito - Financiamentos,Financiamentos
07/11/2024,-71.25,12e771a8-0608-4804-8fc4-273ae9f72d8d,Compra no débito - Seguros,Seguros
11/08/2024,-33.22,f8b33057-8182-4279-9004-19021edb96a9,Transferência enviada pelo Pix - Cinema,Cinema
10/10/2024,-53.23,040baf2f-934f-4c79-9b0a-770458469274,Transferência enviada pelo Pix - Internet,Internet
31/01/2024,-98.14,9e643f28-5434-4bf9-b13f-e12cb45124fd,Conta de Cabeleireiro,Cabeleireiro
20/08/2024,2980.31,3a876289-4377-4c7d-a7a5-b7d32e3ed4f7,PIX Recebido - Bonificação,Bonificação
25/11/2024,1213.6,2eca4e1f-998c-44f9-957d-5f6c5618c265,Transferência recebida pelo Pix - DIGITAL COLLEGE FORTALEZA LTDA - 43.082.596/0003-90 - ITAÚ UNIBANCO S.A. (0341) Agência: 8142 Conta: 98166-4,Freelance
03/08/2024,-60.96,cfc22613-a84b-414d-826e-0ea9bbd9ee6d,Compra no débito - Ultrafarma,Medicamentos
19/07/2024,-281.29,f3d7b597-c603-49b5-8b26-c7c46aa76baa,Transferência enviada pelo Pix - Multas,Multas
07/12/2024,-58.57,742e7398-6338-4ff9-8545-b5e208c3cb25,Pets - Pagamento,Pets
24/02/2024,1337.91,952c4e6b-b7b5-4cd0-bda3-073f8258af42,PIX Recebido - Pensão Recebida,Pensão Recebida
19/12/2024,2485.25,5898eef3-1626-4d4d-9afa-dd8e69dd79e9,TED Recebida - Aluguel Recebido,Aluguel Recebido
04/07/2024,-86.77,f54d07d2-cbe8-4257-a640-b9848d44d8b0,Academia - Pagamento,Academia
25/09/2024,-72.4,c43dd022-3fd0-4814-9fc8-f1ed5858151d,Compra no débito - CafeDoCampus,Alimentação
29/11/2024,-483.29,a5ad24ca-ae0b-465c-a823-8a7af3877d12,Compra no débito - Previdência,Previdência
19/08/2024,-157.04,6f79101e-78d0-4322-a958-2c5a26627015,Lazer - Pagamento,Lazer
07/07/2024,-34.95,ef315795-e412-4c26-b2a3-d7991bbf0187,Cinema - Pagamento,Cinema
15/12/2024,-13.72,b8b40474-4ee1-46ca-9632-62949d670af0,Compra no débito - TARDELLI RESTAURANTE,Alimentação
08/02/2024,-8.07,426fef06-e6c3-4a2e-b7b6-9e6c26b76d89,Transferência enviada pelo Pix - JAPEDIU DELIVERY - 38.026.413/0001-18 - EFÍ S.A. - IP (0364) Agência: 1 Conta: 296299-3,Alimentação
20/01/2024,-132.13,84034c24-9529-4fa0-9eff-2153bbc35128,Transferência enviada pelo Pix - Multas,Multas
26/06/2024,-57.63,e2afa231-0f2f-42e4-b767-6c0a6c50d0d5,Transferência enviada pelo Pix - Saúde,Saúde
01/10/2024,2160.43,21e365e8-ded4-43ed-9cc6-b9fae3c7650c,Depósito - Férias,Férias
21/11/2024,-178.0,6f0ce091-00c3-416c-b4cf-6d802516bfcc,Conta de Combustível,Combustível
14/01/2024,-135.37,e5d98bea-a977-443e-aa18-5c3280d21e2a,Transferência enviada pelo Pix - Energia Elétrica,Energia Elétrica
09/07/2024,1419.04,2d60e6ab-60da-4f69-ba74-d0865d0f4e33,TED Recebida - Férias,Férias
28/04/2024,-204.64,c0359421-2b53-4b89-9fd7-fcc96aac0c38,Transferência enviada pelo Pix - Sapatos,Sapatos
23/07/2024,-275.21,e031a617-6f2b-4b67-9d32-44c45abeb1c5,Conta de Multas,Multas
28/08/2024,-61.9,076015dc-7a19-445e-9197-dd1e6a508993,Internet - Pagamento,Internet
23/05/2024,-505.39,89f9803a-248a-4219-a1de-d96e6e2b6f26,Conta de IPTU,IPTU
15/08/2024,1236.0,1e0d4df3-06fd-4e26-975f-7c0899fda143,Aplicação RDB,Investimentos
06/07/2024,-112.74,117ab6e0-b0d6-4281-90f0-be7d40a3d123,Conta de Restaurantes,Restaurantes
28/10/2024,-1489.81,494c8617-ecb2-4490-881c-b56f792a1ea0,Transferência enviada pelo Pix - Cartão de Crédito,Cartão de Crédito
15/07/2024,-52.24,d61d0f65-aa79-4065-8923-bfb7ee1ec0ab,Compra no débito - Jogos,Jogos
02/03/2024,-134.5,26fd729a-cc6c-47b1-b898-4d48cac7c8bd,Academia - Pagamento,Academia
04/06/2024,-51.75,7e3c55b2-8048-453f-b9ef-3793c936d12d,Doações - Pagamento,Doações
19/01/2024,-1029.47,773d88ad-9aff-4db1-8796-70bb58b712f4,Viagens - Pagamento,Viagens
22/06/2024,318.1,5825d11a-13e7-4a28-b2be-9990ae90e478,Depósito - Vendas,Vendas
26/02/2024,-323.65,667e4f8d-21f3-4564-bba9-2240f07e9c2f,Conta de Cartão de Crédito,Cartão de Crédito
14/10/2024,-17.36,613a643b-5d79-48ee-b73e-31f08ee95fcf,Reembolso recebido pelo Pix - Uber - 17.895.646/0001-87 - EBANX IP LTDA. (0383) Agência: 1 Conta: 1000752180-1,Transporte
19/11/2024,-144.31,72617593-a836-45c1-aa3f-28a13ead3c2a,Conta de Previdência,Previdência
20/03/2024,517.16,1f8331cb-b1c8-474d-81ff-79a903f2673c,TED Recebida - Comissões,Comissões
19/10/2024,-17.13,24c5514c-8ab9-4ccd-bd20-b31fcbd4dfc0,Compra no débito - Transporte,Transporte
21/01/2024,-142.89,d0ee4a09-9db0-48d5-b490-70c78e73a5a0,Transferência enviada pelo Pix - Restaurantes,Restaurantes
23/03/2024,757.31,b361fca7-ceb1-4243-b894-8797ca13bc03,Depósito - Renda Extra,Renda Extra
27/02/2024,-55.71,d375ffdb-f465-42bb-b7cc-2d1c9643f4ff,Compra no débito - Telefone,Telefone
08/05/2024,869.28,8ddc3eb2-40d9-4b04-9eba-2ffc3d5862e6,Transferência recebida pelo Pix - FRANCISCA E M P AZEVEDO ME - 20.725.700/0001-50 - CAIXA ECONOMICA FEDERAL (0104) Agência: 748 Conta: 578389441-5,Freelance
31/03/2024,3298.25,dab964bb-f791-40f7-adc7-f9ce7347ca99,TED Recebida - Salário,Salário
07/11/2024,-45.29,dd6ab5c1-ea37-481b-8f93-d3d863b52f05,Conta de Assinaturas,Assinaturas
27/01/2024,-1582.77,5dd3c530-cfc8-4e5b-a911-da16fb39c969,Compra no débito - Poupança,Poupança
10/01/2024,-54.24,096db948-5801-418b-b807-0c911e7c3605,Conta de Pets,Pets
22/07/2024,-159.83,2bad5f41-06a9-42b7-924a-e801537c7efc,Outros - Pagamento,Outros
11/03/2024,670.68,0a3395c5-96b4-4177-b3d6-5435af51c3ce,Depósito - Renda Extra,Renda Extra
20/12/2024,-158.35,456a09cc-b21d-4262-bb31-f86b40d0c113,Terapia - Pagamento,Terapia
13/08/2024,-101.81,dd5fcb00-a92e-4291-aeda-82e32350435f,Internet - Pagamento,Internet
16/05/2024,-1343.42,ef656ddb-bf49-4b98-84e0-0dac22d8b4f2,Transferência enviada pelo Pix - Educação,Educação
23/12/2024,-177.14,b10f87ae-a5ea-465c-b313-5d3d1b5d9d74,Compra no débito - Combustível,Combustível
01/02/2024,-179.86,a21167f3-4336-4812-9cf8-24240881f369,Transferência enviada pelo Pix - Cosméticos,Cosméticos
