Data,Valor,Identificador,Descrição,Categoria
19/02/2024,-818.86,a4071a10-c9d0-4b72-b9b3-77758c474aa5,Fatura cartão Itaú,Cartão de Crédito
26/09/2024,2899.8,9bfa928c-84e9-4d01-a69b-dbafebed5c0f,Transferência recebida pelo Pix - Transferência Recebida - Freelance,Freelance
01/10/2024,-114.1,5f0cd350-542e-4585-a19e-e754251e43b0,Compra no débito - Hambúrguer gourmet,Restaurantes
11/02/2024,-41.45,a05ce324-e8e4-477c-9749-01eef54c4801,McDonald's - Delivery,Alimentação
20/02/2024,-27.62,627152f2-cad7-4695-b200-1fd4a29dcbb1,Compra no débito via NuPay - Doação para projeto social,Doações
23/04/2024,-290.85,62d1e333-5a38-4f72-8d22-a839d39517a0,Pacheco - Plano de saúde,Saúde
10/07/2024,8285.35,df100661-0147-4dc9-a626-740c2abd3191,Depósito - 13º Salário,13º Salário
17/02/2024,-46.15,f8b08294-9b40-4ab1-9fb6-b8d37a32b2be,Aegea Saneamento - Saneamento,Água
16/06/2024,-471.63,b41e52c4-af30-41ac-bb43-f81f55d79013,Transferência enviada pelo Pix - Material escolar,Crianças
27/05/2024,-668.8,7151a0c4-da19-4088-a16f-9a4a7353f398,Compra no débito via NuPay - Previdência privada,Previdência
08/05/2024,-332.07,a53ad4c8-5be2-4615-919a-f3852c48359e,Transferência enviada pelo Pix - Airbnb hospedagem,Viagens
16/10/2024,-72.63,8bb19a79-7430-43ee-90b5-829bd1ff4286,Compra no débito - Embasa,Água
09/12/2024,4408.27,01ab3751-8809-4dc8-bae5-0aff832e3095,TED Recebida - 13º Salário,13º Salário
06/05/2024,-81.77,59367ae6-c30a-4508-8e3c-aa35143fd995,Compra no débito via NuPay - Pizzaria artesanal,Restaurantes
30/08/2024,847.41,7d530d18-af84-465a-9cf6-9bc31d498b95,Depósito - Pensão recebida,Pensão Recebida
14/10/2024,8080.86,c1460565-58b2-4373-b370-c92c74c62b7c,Transferência Recebida - 13º Salário,13º Salário
23/05/2024,-139.87,777fdc03-5111-416f-ab19-ce65df1d2015,Transferência enviada pelo Pix - Adestramento,Pets
22/03/2024,-1130.19,a70c01c1-09bd-4b75-80a1-7243b6e6a07e,Compra no débito via NuPay - Mensalidade escola,Educação
19/11/2024,-135.86,9bc656d5-b610-4d46-af44-cbc65d8b2296,Adestramento,Pets
24/05/2024,-316.79,c9ee7674-fb2e-4545-9384-e63745bfad33,Compra no débito - C&A,Roupas
18/05/2024,1026.0,4a041591-35aa-4319-b67c-28bcd8d8a0b4,PIX Recebido - Aluguel imóvel,Aluguel Recebido
27/10/2024,2788.39,37f08a62-9c6f-40b2-b34f-9ba5152fa195,Transferência recebida pelo Pix - PIX Recebido - Trabalho freelance,Freelance
30/03/2024,921.66,3f31390e-a285-4e10-baa3-f433ff97ddf3,PIX Recebido - Bonificação,Bonificação
03/04/2024,-293.54,3c0d0053-e731-4c81-ab55-4aec4bd76c7c,Clube recreativo,Lazer
23/10/2024,-48.14,155b2ba7-b58f-4b65-bb39-43350bebe5e5,Livraria Saraiva,Livros
16/11/2024,-76.4,8318ac6f-b140-41d5-b90f-ea00841649bf,Transferência enviada pelo Pix - Compra de livros escolares,Livros
05/07/2024,-157.53,5f1fe3f8-d06c-48b0-9b84-38d8d9d8fff0,Compra no débito via NuPay - Smart Fit,Academia
11/10/2024,-43.3,9b5f5d4c-f8eb-469e-81f7-5324648c3056,Alisamento capilar,Cabeleireiro
11/07/2024,-567.6,bebe6a3f-3fab-49e3-8412-fb89ce1c7b61,Compra no débito via NuPay - Fatura cartão de crédito,Cartão de Crédito
04/02/2024,-1621.2,225b5b9b-80b3-48c7-8973-a93ed6512c34,Transferência enviada pelo Pix - Hotel reserva,Viagens
15/06/2024,-44.51,6a26cccd-82f9-4c2a-a6fd-061338a08a7b,Compra no débito via NuPay - Sessão de cinema Cinépolis,Cinema
27/05/2024,762.82,6c1a7c22-c271-4aa0-80d6-e2e9ab0d6d53,PIX Recebido - Pensão,Pensão Recebida
19/08/2024,-1229.18,347f0a54-9c4a-4724-aaa5-d6163d22e0ab,Compra no débito via NuPay - IPTU apartamento,IPTU
04/07/2024,1617.19,697d7908-c7f9-4b7e-a041-6cc8337aa55a,TED Recebida - Restituição IR,Restituição IR
24/09/2024,-211.54,3e191dd7-4fab-49c5-9864-2d60ce486766,Cemig - Energia elétrica,Energia Elétrica
10/02/2024,-51.05,c4470fb3-919c-424b-83af-00b496f4298a,Transferência enviada pelo Pix - Recarga de gás,Gás
27/04/2024,-481.83,ed541901-ebbf-47c5-ae9e-cd571b6aac4f,Transferência enviada pelo Pix - Serviço de limpeza,Moradia
30/11/2024,-363.88,9e026fe3-e288-4b80-8ed4-481a736cb0de,Transferência enviada pelo Pix - Levis,Roupas
08/12/2024,-134.77,deceb4cd-6239-4b77-b610-acf24213caf4,Castração animal,Pets
29/06/2024,-2801.67,bc4f21f2-5876-414b-9745-671754fa53ec,Compra no débito via NuPay - Fatura cartão de crédito,Cartão de Crédito
12/06/2024,-106.78,5ea630c6-1415-4732-b89a-82c336c4008d,Drogaria São Paulo - Medicamentos,Medicamentos
07/12/2024,2551.92,a6a26e73-8f87-42ca-86fd-5e3b8275c751,Transferência recebida pelo Pix - TED Recebida - Projeto freelance,Freelance
08/02/2024,-1377.73,2f18f728-1878-45ec-b5cb-3415d7ce85c1,IPTU à vista,IPTU
17/11/2024,-65.09,298c4ce4-267f-490d-8fa0-b52ee0bdde2b,Compra no débito - Laboratório Fleury,Saúde
28/11/2024,-278.57,a2bd1274-f235-4635-93be-c651ecd9ca37,IPTU residencial,IPTU
22/06/2024,-118.92,cd30fe79-62b1-48d8-aadb-85d965714fc3,Iguá Saneamento,Água
18/12/2024,-103.87,273fd537-b967-42c5-8de7-7c4797a8f4c2,Compra no débito - Kit de maquiagem,Cosméticos
27/06/2024,-4687.2,fc20ad54-edc1-4470-9330-8ca2d3b6d0e8,Compra no débito via NuPay - Aluguel de carro,Viagens
24/09/2024,-349.24,0977eb14-9fc6-4e48-ad6b-9e6a67fb68c3,Transferência enviada pelo Pix - Levis,Roupas
12/06/2024,-373.26,ce3e2046-bfc5-43c9-a86d-e636b2a81f1d,Transferência enviada pelo Pix - Presente Dia das Mães,Presentes
08/11/2024,2299.49,2dae2777-e43e-473d-aa63-f1fdae630a40,TED Recebida - Aluguel,Aluguel Recebido
20/03/2024,-1603.76,eb8e60cb-3cbd-4111-a9fe-66c1b37aee99,Transferência enviada pelo Pix - Pós-graduação,Educação
10/09/2024,-23.86,7f87abad-0add-4d38-ae11-e92669ec6ae7,Compra no débito via NuPay - Star+,Streaming
18/04/2024,-1744.13,3792f6fb-1128-4f99-b32b-431582db146d,Imposto de Renda,Impostos
16/04/2024,-268.42,bc311817-d414-4830-bdfc-f6db1df19748,Gasto não categorizado,Outros
04/05/2024,-901.55,fe90d5a8-a3be-4c9e-9835-0801ae55be47,Transferência enviada pelo Pix - Taxa veicular,IPVA
21/06/2024,-403.61,7f19278a-45cd-4ddc-b344-db5ba4c55f49,Transferência enviada pelo Pix - IPTU comercial,IPTU
26/10/2024,-771.2,241eec4f-07d0-4552-b426-77dd6e319698,Previdência complementar,Previdência
11/12/2024,-3464.53,e577928f-8a6e-4ed4-853f-9260fd45fb2f,Hotel reserva,Viagens
08/09/2024,-35.65,b2212cd4-3003-40c8-a65b-452cce74abb7,Star+,Streaming
01/10/2024,10608.79,bc1d06b5-5176-45ed-b503-a42014c1ba9e,Crédito em conta - Salário,Salário
01/03/2024,1885.23,3522f9fc-6733-42ab-9979-64727e016a5f,Depósito - Pensão recebida,Pensão Recebida
27/12/2024,-76.92,569432af-ceaa-4774-a421-03001c7a3da6,Transferência enviada pelo Pix - Marisa,Roupas
23/06/2024,-282.26,4203b4c1-7873-4056-bbde-965f9fb32ac8,Seguro auto,Seguros
17/01/2024,-2320.86,34dcbed6-eb45-44fa-8ba7-40ada5b6d82c,Prestação apartamento,Financiamentos
05/11/2024,-35.62,82478317-6705-4b2a-8a59-03be5d808447,Amazon Prime - Plano Padrão,Streaming
14/01/2024,2150.66,bd48ea91-7c28-4017-a5c5-04f99f9c74bf,TED Recebida - Aluguel,Aluguel Recebido
15/11/2024,-340.17,3d337bea-2377-419f-b173-cac7b792650f,Transferência enviada pelo Pix - Gasto não categorizado,Outros
30/08/2024,-107.46,ea7433a1-0d1a-4799-9e92-1b5b2776ee3e,Compra no débito - Compra de livros escolares,Livros
15/03/2024,-76.47,306a71e0-5ff6-4f42-990b-de1fee9d6414,Transferência enviada pelo Pix - Bar de vinhos,Bares
04/05/2024,-234.22,3052c633-b3e9-4790-8002-b587cd4b7954,Transferência enviada pelo Pix - IPVA automóvel,IPVA
06/01/2024,3065.41,3bf93912-f3af-4297-85a1-f9a283d83aa9,Depósito - Bonificação recebida,Bonificação
28/12/2024,4469.9,bca5e8ce-a6e1-4cf0-8b1f-3a30302697c0,Transferência Recebida - Férias,Férias
22/02/2024,-109.9,d9bd64bf-8b6e-4ff5-a479-d8262e636f7e,Transferência enviada pelo Pix - Presente aniversário,Presentes
20/02/2024,-31.6,16a50157-bed5-487e-9171-c9875d332ff7,Cinema Lumière,Cinema
08/12/2024,-60.8,3e701dc7-48cb-418c-973a-6b721ac3c884,Compra no débito - Despesa geral,Outros
29/08/2024,2788.94,5aec2b0b-0c22-44f6-8734-271c90daaea3,TED Recebida - Pagamento salário,Salário
05/12/2024,-24.93,085f75e5-937e-41d3-abe6-4d17965d1008,Entrega de gás,Gás
02/05/2024,683.5,30e667e7-af51-42ca-aec8-24a0b94530d0,TED Recebida - Pensão,Pensão Recebida
14/09/2024,-36.01,056c1d78-3a90-4b89-ae59-db0540432ceb,Transferência enviada pelo Pix - Compra de livro didático,Livros
18/10/2024,-61.93,568097cb-390b-42f6-8243-101e0c6c0e47,Psicólogo,Saúde
01/05/2024,-293.91,f7f6ec39-7ca1-404d-aa8e-28ac9e310aa5,Transferência enviada pelo Pix - Base e corretivo,Cosméticos
03/04/2024,-1230.91,f8929607-13c5-4051-ac3d-4990a298e9b5,IPTU comercial,IPTU
14/06/2024,-180.72,66c8678b-3e5e-4a4d-b9d2-57bcc6636183,Sapatênis casual,Sapatos
20/05/2024,-327.34,f4176d42-a612-4f38-8e1d-73ed38f7f71b,Compra no débito - Pediatra consulta,Crianças
07/03/2024,-258.95,7b84632c-5868-4fbb-a958-018c8fc42de6,Transferência enviada pelo Pix - Tênis Nike,Sapatos
14/02/2024,-69.05,533d09db-bbe3-4afc-b722-4c9de606c582,Transferência enviada pelo Pix - Mensalidade academia,Academia
20/08/2024,-67.57,df5f5bf2-576d-4579-841e-2b0316ff66e3,Ração para cães,Pets
28/06/2024,-4942.38,328af7e1-c426-4ccf-97de-9ec01eab8d27,Nubank Investimentos - Transferência,Investimentos
05/03/2024,2568.1,2d10cf4b-c391-4c1d-92fa-f6c78d0db0d7,Depósito - Bonificação recebida,Bonificação
03/04/2024,-176.85,c1b7873c-0f30-4ea9-acf6-51da2413346c,Compra no débito - Hambúrguer gourmet,Restaurantes
15/11/2024,-67.66,69da03a9-bf0f-4844-a516-c38e155f0828,Transferência enviada pelo Pix - Conta de gás,Gás
23/12/2024,-944.0,ac69094e-11da-4316-b676-e97526ed3e72,Financiamento terreno,Financiamentos
30/09/2024,-238.66,196e7053-441e-41f4-bce5-2694e2aeaf60,Transferência enviada pelo Pix - Plano de saúde Bradesco,Plano de Saúde
06/08/2024,-370.37,077df351-5d13-4552-8b95-8d15f47037ad,Transferência enviada pelo Pix - Reserva de emergência,Poupança
09/05/2024,-215.43,a77c97ab-d624-4f33-9b06-4e9fe9814caf,Transferência enviada pelo Pix - Multa administrativa,Multas
10/12/2024,320.9,3871d9da-251e-42a0-9c7d-cc78db312ac6,PIX Recebido - Renda extra,Renda Extra
02/12/2024,-1403.96,b9e97fc5-368b-4f6e-8257-d51389340ff1,Faculdade,Educação
25/02/2024,-44.25,27f541b4-d419-4daa-b426-43ded8431443,Compra no débito via NuPay - Tarifa DOC/TED,Taxas Bancárias
03/08/2024,-123.99,5a84f505-9a59-471f-8393-7f4769485919,Tênis Adidas,Sapatos
11/02/2024,-223.87,3c881a77-3e6d-42ff-b144-3153251b22e1,Engie Brasil - Conta mensal,Energia Elétrica
13/01/2024,-59.93,42cfbfcc-1f07-4175-a52d-df4c8c059c67,Compra no débito - Base e corretivo,Cosméticos
20/12/2024,-61.73,fffd9fd8-8aee-4330-9873-d27ccef980e2,Transferência enviada pelo Pix - Equatorial Energia,Energia Elétrica
29/01/2024,2637.55,c92edcca-3824-4ab6-8720-5d0f2e2c8f55,XP Investimentos - Investimento,Investimentos
19/01/2024,-26.31,7fcfbbfd-2848-417e-b6c2-68d37a4ab9b7,Bar de coquetéis,Bares
08/05/2024,453.33,58a4bcc5-a7ae-45a6-9ddd-76fd98c50007,Transferência Recebida - Renda extra,Renda Extra
31/03/2024,-482.71,9c44ab0c-4b15-4004-8004-5f9b077e39aa,Renner,Roupas
07/02/2024,-39.18,9d38db43-08f7-4682-b469-811379bd04f5,Compra no débito - Doação para instituição,Doações
11/06/2024,1404.3,d9295967-0154-483e-aaaa-a99812eb79a6,Depósito - Pensão recebida,Pensão Recebida
03/07/2024,-41.0,c6cdab17-1ef0-4685-bb36-7d2a2760ceb6,Assinatura Netflix,Streaming
03/08/2024,2250.09,d177bfc3-1056-4fea-a707-d69592ccb142,PIX Recebido - Bonificação,Bonificação
01/04/2024,-186.65,e757c2d5-2b0e-4880-b676-cef24a41032d,Compra no débito via NuPay - Tênis Adidas,Sapatos
07/09/2024,-210.56,f9af00d1-b951-48eb-85f2-96f81bb9b190,Compra no débito via NuPay - Hospital Albert Einstein,Saúde
24/06/2024,2977.55,8ede79b5-fd55-4bda-bf5a-d1160ea215ce,Transferência recebida pelo Pix - Depósito - Serviço prestado,Freelance
29/09/2024,-4853.74,109b7d75-b396-42cb-8c65-248ef95b8ebb,CDB - Resgate,Investimentos
31/10/2024,-564.99,acb6203b-11c4-47a4-97da-00604385061c,IPTU residencial,IPTU
15/07/2024,-58.4,f7df3dee-a050-4835-b3ef-86bbd2ac28ad,Transferência enviada pelo Pix - Entrega de gás,Gás
21/01/2024,-62.87,7b7bb246-4c6d-474a-a679-bf8d964014a8,Paintball,Lazer
30/05/2024,-64.16,a7c4a452-00d5-49cd-beaf-710a9eb1d324,Compra no débito - Mensalidade academia,Academia
17/12/2024,-474.72,f7f5e4f0-d671-4803-b0cc-dc0f0f619e0f,Multa administrativa,Multas
22/12/2024,-322.16,745faa67-6dcf-4dbe-9901-dd82176df266,Passagem aérea,Viagens
15/08/2024,-77.07,d87366d8-5c19-4cb5-8813-87f25d696480,Lounge bar,Bares
16/07/2024,1996.22,c7cbdb89-1ad2-493e-ac5e-5053deafb6d8,Transferência Recebida - Comissão,Comissões
13/04/2024,-473.12,df53e370-547c-4266-981f-0e1e59c47143,Compra no débito - Pediatra consulta,Crianças
07/08/2024,1119.13,0d6acdd0-813d-4fbe-b3af-7cfdef08c577,Depósito - Comissão recebida,Comissões
29/02/2024,-145.08,8275eba3-da5d-4132-849e-994a742a3373,Compra no débito - Clube recreativo,Lazer
21/09/2024,-182.87,ddccc205-75fa-4645-aa01-4718761ba98b,Compra no débito - DLC jogo,Jogos
29/05/2024,-143.98,580700ee-50c2-460f-bce8-2838a5ce6b27,Transferência enviada pelo Pix - Bluefit,Academia
08/11/2024,-967.85,57d05615-aa43-46d8-8386-7f1382e18e22,IPVA automóvel,IPVA
02/10/2024,-328.91,ab4b9bfd-26e7-4cce-b4f6-2911a1838921,Compra no débito via NuPay - Plano de saúde Hapvida,Plano de Saúde
21/04/2024,-59.6,820029a8-6bfc-4686-ab36-ad4c9a8f41bc,Compra no débito - SulAmérica,Medicamentos
20/01/2024,-28.8,1b234168-55ff-4bef-815e-d0e2a3b22b9d,Compra no débito - Cinema Lumière,Cinema
01/06/2024,3791.28,a8d746a0-0272-417c-b488-74c4e2c120a4,Aplicação Ações,Investimentos
08/04/2024,113.47,d850e3ed-8552-4fd6-94bb-a56d12ff4af8,Transferência Recebida - Renda extra,Renda Extra
08/11/2024,-95.72,e43524c4-fcde-44df-8504-0426c195d791,Compra no débito - Algar Telecom,Internet
01/09/2024,-85.79,67d36c49-c5b5-4ae3-98d9-51a935e9a7db,Academia local,Academia
20/06/2024,-63.14,12000b5c-ed9a-428b-b555-d6def7bab83f,Transferência enviada pelo Pix - Cervejaria artesanal,Bares
23/06/2024,-343.15,ed4f089b-37e7-4bc4-a2e6-430daca37f2f,Compra no débito via NuPay - Multa estacionamento,Multas
18/04/2024,-2135.5,e27ebd34-fcf3-4e36-a9d4-156e947b1906,Compra no débito via NuPay - Prestação apartamento,Financiamentos
07/04/2024,2858.38,ce6cb714-9d73-4d1f-ae4d-a132ee7e9ce3,Tesouro Direto - Resgate,Investimentos
04/07/2024,1061.41,3d82d4fe-3677-4b8e-95a7-3592fe8d769f,PIX Recebido - Comissão de vendas,Comissões
13/04/2024,-384.27,6f94adf0-2cc2-4142-91da-718e306f1c05,Compra no débito via NuPay - Guardar dinheiro,Poupança
23/08/2024,-269.93,9994be18-5e89-4521-9a19-35841921648c,Plano de saúde Prevent Senior,Plano de Saúde
15/02/2024,-382.1,e33505cb-586d-40dc-8b70-3100eb451ea7,IPVA parcelado,IPVA
09/10/2024,-212.17,7744c3a9-0ae1-4f29-b4d3-5238a982a5b5,Transferência enviada pelo Pix - Seguro prestamista,Seguros
12/06/2024,-47.36,f046ea58-04aa-46ef-b2b0-1669df0fa287,Taxa de administração,Taxas Bancárias
31/05/2024,-46.68,d6f4069c-5bda-44c4-be57-455ebd7b74e5,Tarifa saque,Taxas Bancárias
01/03/2024,-311.14,07a148b6-fc2e-4b00-966b-1eb5f42d7541,Compra no débito via NuPay - Bradesco Saúde,Saúde
26/08/2024,-36.97,8a2b4b95-0ac3-4c54-b81a-4d018a9d6472,Conta de gás,Gás
21/07/2024,-212.04,bacdf12f-cff7-406a-89d2-f200f98da170,Transferência enviada pelo Pix - Curso de fotografia,Cursos
07/03/2024,-103.67,92cd6fcb-07c0-4e5c-a1ed-2bf367a28b80,Compra de jogo,Jogos
16/07/2024,-77.65,8d6c3d20-ab60-4d2d-a880-9e249f22b494,Transferência enviada pelo Pix - BIG,Supermercado
15/12/2024,-460.62,7dec701c-014b-4312-b759-c9988a64749c,Transferência enviada pelo Pix - Consulta médica,Saúde
11/01/2024,-102.05,233865a7-c51f-4ce8-ad55-191b6a7ada43,Compra no débito via NuPay - Tênis Adidas,Sapatos
30/08/2024,-292.59,556f3ca7-b8e7-4a86-81b2-5d51ef03d68d,Transferência enviada pelo Pix - Creme hidratante,Cosméticos
22/06/2024,-44.82,a73b786b-b33e-43d9-83c2-0a93f8913cea,Transferência enviada pelo Pix - Material didático,Material Escolar
09/07/2024,-327.39,aa97c333-d052-4ece-bf1f-0490a0fa4e9c,Compra no débito - Pão de Açúcar,Supermercado
03/12/2024,-76.45,f9a1ef2a-d9b4-430c-9de7-fc39a6282123,Transferência enviada pelo Pix - Bio Ritmo,Academia
08/04/2024,-13.16,2a6a4a18-9b6e-487e-b096-f567696366b5,Transferência enviada pelo Pix - Amazon Prime Video,Streaming
22/07/2024,-34.86,0fc550eb-16a7-4220-910e-cef04a7bf1b6,Compra no débito - Taxa de transferência,Taxas Bancárias
12/08/2024,-124.88,3c0dbc49-78ff-4707-b0db-f6b15e7c1b26,Compra no débito - Penteado para festa,Cabeleireiro
18/06/2024,-122.96,b7da7fd4-9cac-4a98-a333-958100a39ac5,Drogaria São Paulo - Plano de saúde,Saúde
22/05/2024,-145.18,39c59c93-c99a-471b-a0d0-dd7da7e64af1,Posto Shell,Combustível
13/08/2024,-718.91,476611aa-765d-43c3-966e-81fc6de27c06,Compra no débito via NuPay - Anuidade cartão,Cartão de Crédito
23/06/2024,1888.3,3a5e5941-436e-4702-9271-6af9e6d06717,PIX Recebido - Bonificação,Bonificação
16/06/2024,2639.86,22faaa53-069a-4924-838c-4218dd329507,PIX Recebido - Aluguel imóvel,Aluguel Recebido
06/12/2024,-56.95,d307ed3f-e100-43e3-81ff-f72ff8e6b4a3,PagSeguro - Mensalidade,Internet
27/12/2024,-94.05,3f010350-b69b-4b8c-b971-8034e1c5fb52,Telefone fixo,Telefone
10/02/2024,-145.46,2f258733-bf84-4bb7-9b5b-a2ce8841e408,Transferência enviada pelo Pix - Restaurante árabe,Restaurantes
23/06/2024,-158.4,6cbdcfab-0bde-4963-915d-272db064a329,Transferência enviada pelo Pix - Doação para associação,Doações
25/11/2024,-3632.81,79052408-29ba-4c64-bca8-47aeed1820f7,Transferência Fundos,Investimentos
14/07/2024,-204.24,90893621-4f54-4e11-bfcd-20f2b06c1663,Compra no débito - Unimed,Saúde
26/04/2024,1843.57,4becbf2c-eba0-4c0f-945f-09edb9d56b8e,TED Recebida - Pensão,Pensão Recebida
11/06/2024,-1096.76,2a7ba370-a8f2-42c0-96a9-d93d3c6b246a,Transferência enviada pelo Pix - Imposto predial,IPTU
27/08/2024,-1799.36,11bac909-767b-4456-9870-dcd8b467eb41,Transferência enviada pelo Pix - Crédito pessoal,Empréstimos
09/02/2024,-3911.1,5f22a9f2-a3de-4515-9c21-768c7ec488ea,Hotel reserva,Viagens
21/07/2024,-8.96,30c169ff-c664-4859-83b4-29b748e3ff45,Pagamento WINPAY SERVICOS LTDA via PIX,Transporte
07/11/2024,909.02,43f4e6eb-4e78-4bf0-94dd-da5ef73d9390,PIX Recebido - Venda,Vendas
09/12/2024,-24.87,05a9cb33-68ab-4b1c-a06f-7619f6951216,Transferência enviada pelo Pix - Cinema Moviecom,Cinema
13/08/2024,-602.6,c4cffd20-b591-4744-b9a2-233836ebced4,Licenciamento veículo,IPVA
06/11/2024,-215.41,6d2d7f89-6693-4d12-8745-a9de114ba6bc,Transferência enviada pelo Pix - Condomínio residencial,Moradia
01/02/2024,1531.53,cd139041-6b7c-49ce-a411-8d216090eef6,TED Recebida - Comissão,Comissões
29/01/2024,-18.32,78b11b9a-154e-417a-aa3b-a14b43b91791,Transferência enviada pelo Pix - Cinema Cinesystem,Cinema
31/10/2024,-102.67,e5052f75-7433-4841-9808-22f1e1cd5013,Compra no débito - Etanol,Combustível
13/01/2024,-433.75,feab1587-38f3-4758-baea-a38ae34adc7a,Compra no débito - CDC veículo,Financiamentos
04/09/2024,-119.65,387a32ec-9b9a-49b0-909d-b397a6611998,SAAE,Água
03/02/2024,-223.88,94213f54-a94e-4658-acfe-8567916f0987,Light - Conta mensal,Energia Elétrica
24/07/2024,-124.65,52bd71b9-673f-491b-90f1-ddffa5f104b1,Compra no débito via NuPay - Choperia local,Bares
31/01/2024,-65.89,df3af3b4-1c1b-4178-ad9b-f7e210619c48,Transferência enviada pelo Pix - Multa estacionamento,Multas
16/10/2024,-1736.55,87fd27ef-08da-4e05-ae4e-378d36e69ae4,Taxa municipal,Impostos
10/04/2024,-3115.57,1cc561b7-f176-4683-a309-02a932dea525,Transferência enviada pelo Pix - Aluguel quitinete,Aluguel
19/02/2024,-4117.34,3dd5ad1d-1b28-4307-8d01-7e609f83706c,Transferência enviada pelo Pix - Transfer aeroporto,Viagens
30/01/2024,-601.63,095f0d37-2b87-4af5-9537-9b465537e502,Transferência enviada pelo Pix - Fraldas e produtos,Crianças
08/05/2024,-542.65,594e578c-f263-4a35-b00b-97742c85cda1,Compra no débito via NuPay - Previdência complementar,Previdência
20/11/2024,-137.9,5e808faf-edb1-4cb5-97b2-c6db63232399,Compra no débito - Enel,Energia Elétrica
12/07/2024,-1503.28,b1d4fcb0-a351-4cae-87f0-baec0156192e,Transferência enviada pelo Pix - Consórcio automóvel,Financiamentos
03/04/2024,-253.73,051b9cdd-1ad1-4adf-aaa3-8d797636490f,Pacheco - Plano de saúde,Saúde
26/02/2024,1059.12,b20dc3a7-90bc-4b99-801d-9e1e2b32f5bf,PIX Recebido - Comissão de vendas,Comissões
23/03/2024,-254.77,c98ba757-bf42-43dc-94e4-8cb425167073,Pagamento Neoenergia via PIX,Energia Elétrica
28/10/2024,-222.6,099b0a28-c315-4419-8390-79d89b57719a,Compra no débito - Protetor solar,Cosméticos
02/09/2024,831.62,f070edcf-2dfe-49d4-bdf8-2221bf7b708b,Transferência Recebida - Renda extra,Renda Extra
25/09/2024,-415.57,1df9b3c6-ed9a-420a-9960-31e6d13f2b04,Compra no débito via NuPay - Levis,Roupas
02/01/2024,-25.5,5432c2cc-1948-4f7c-b268-83cac0821bae,Pagamento Cedae via PIX,Água
28/03/2024,-53.87,acede446-cfd3-40de-aa43-33069cb6e0d6,Transferência enviada pelo Pix - Gasolina,Combustível
25/04/2024,-72.05,0e4376c3-d248-449d-a520-e9311a3e8b6e,Sabesp - Conta de água,Água
15/05/2024,2204.76,093fab5a-6380-4f93-aa5b-003602939a95,Rico - Investimento,Investimentos
21/10/2024,-57.68,b30eac85-3fc1-4b25-b871-85d530c309b8,Transferência enviada pelo Pix - BOACOMPRA.COM,Telefone
07/09/2024,-35.39,d48390e8-ac21-4340-aec5-2b5f1086dcce,Compra no débito - Taxa de serviços,Taxas Bancárias
15/08/2024,-423.58,11791776-6024-4316-bc32-2a40e77a5afe,Consulta dentista,Saúde
08/08/2024,119.52,3d7a724b-395c-48b7-978b-44bb50d6cfd6,TED Recebida - Restituição IR,Restituição IR
07/10/2024,-119.38,15914e88-346e-435c-a774-dcff53db96be,Xbox Game Pass,Jogos
04/07/2024,-214.41,f7ff6723-a46d-4c2d-9144-d17d5c88b63a,Transferência enviada pelo Pix - Hotel para pets,Pets
22/06/2024,-173.17,686a9eea-7d9b-409b-bd97-48fb641d3e5e,Multa ambiental,Multas
21/02/2024,-371.66,a3e11311-f0a0-41a4-ad1c-4eef26f5cb51,Curso de inglês,Cursos
13/04/2024,-485.17,3a715e14-357f-4e23-ade5-576806a11741,Transferência enviada pelo Pix - Despesa eventual,Outros
14/06/2024,-215.41,60c5b6b9-456e-4f19-899d-c02384f311b7,Transferência enviada pelo Pix - Laboratório Fleury,Medicamentos
28/11/2024,-152.17,1ec024e8-883b-4098-b1c8-99f11c425087,Transferência enviada pelo Pix - Eletrobras,Energia Elétrica
11/09/2024,-47.94,dc878037-3c72-4f92-92dc-69d8afacd261,Recarga de gás,Gás
05/06/2024,-381.14,ba156933-00ba-4fd6-8f6d-93d09fdf16b4,Transferência enviada pelo Pix - Gasto imprevisto,Outros
30/11/2024,-228.18,f4a6ecd9-7bd8-42e5-ba4b-b5efb315d6e2,Compra no débito via NuPay - Pediatra consulta,Crianças
17/01/2024,-136.74,d6021244-2104-4d76-a627-5961119c5770,Transferência enviada pelo Pix - Casa noturna,Bares
22/10/2024,-1486.34,fae39e83-47b5-48f1-94a2-2cdcb28cb526,Transferência enviada pelo Pix - Crédito pessoal,Empréstimos
22/10/2024,-183.44,3ecbee79-2055-4f4a-8397-6d5ce79c369a,Compra no débito via NuPay - Base e corretivo,Cosméticos
10/06/2024,-505.79,8a69b794-1b97-4883-ba6a-2a66bf0bbfcf,Compra no débito - Fatura plano de saúde,Plano de Saúde
10/11/2024,-2329.67,015c9a4c-19bc-4460-991b-2075b87c9711,Transferência enviada pelo Pix - Fatura cartão Santander,Cartão de Crédito
20/01/2024,-89.55,7b20b031-07ab-418a-a462-a5b6660208c5,Transferência enviada pelo Pix - Créditos de jogo,Jogos
02/11/2024,-28.61,a5d3d6ee-acb1-452a-9d9a-fb2d609f2e6a,Compra no débito via NuPay - Google One,Assinaturas
10/09/2024,-1210.02,a0b45108-069a-4a2a-b605-3a8f8c500746,Transferência enviada pelo Pix - IPTU terreno,IPTU
03/03/2024,-72.86,21bf27da-195a-48b3-b31f-999cd7e19cf9,NET,Internet
